country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
France,Le Bourget,68,2,1,1,46,1,1,1,68,2
Russia,Likhovskoy,44,1,1,1,44,1,0,1,25,1
Cameroon,Limbe,42,1,1,1,21,1,0,1,42,1
China,Linqu,165,4,6,1,83,2,17,1,165,4
China,Lujiang,169,4,7,1,9,1,31,1,169,4
Philippines,Lusacan,90,2,2,1,25,1,9,1,90,2
Brazil,Ipira,19,1,0,1,12,1,1,1,19,1
Indonesia,Jakarta,197,4,4,1,197,4,3,1,155,4
Indonesia,Kencong,54,2,1,1,32,1,0,1,54,2
Thailand,Pho Chai,84,2,2,1,24,1,3,1,84,2
Uzbekistan,Pop,138,3,1,1,25,1,8,1,138,3
India,Periyakulam,121,3,3,1,5,1,8,1,121,3
Greece,Paiania,70,2,1,1,45,1,6,1,70,2
Indonesia,Palu,50,1,1,1,7,1,1,1,50,1
India,Faizpur,101,3,1,1,38,1,0,1,101,3
India,Fatehpur Sikri,171,4,4,1,154,4,1,1,171,4
Malaysia,Jertih,66,2,1,1,33,1,0,1,66,2
Hungary,Hajdusamson,57,2,1,1,42,1,1,1,57,2
United States of America,Highview,63,2,2,1,33,1,9,1,63,2
Italy,Serravalle Pistoiese,71,2,1,1,71,2,0,1,43,1
France,Vigneux Sur Seine,72,2,1,1,44,1,1,1,72,2
Italy,Villacidro,63,2,1,1,63,2,0,1,21,1
Jordan,Wadi Musa,68,2,1,1,68,2,0,1,56,2
India,Warangal,164,4,2,1,47,1,5,1,164,4
India,Wazirganj,157,4,4,1,32,1,14,1,157,4
Germany,Weinheim,64,2,1,1,59,2,0,1,64,2
United States of America,Westland,57,2,1,1,34,1,1,1,57,2
Brazil,Bastos,23,1,1,1,7,1,1,1,23,1
Malaysia,Batu Berendam,65,2,2,1,30,1,0,1,65,2
Lebanon,Bayrut,80,2,2,1,44,1,4,1,80,2
United States of America,Buford,79,2,3,1,19,1,18,1,79,2
Austria,Burghausen,67,2,1,1,25,1,4,1,67,2
France,Caluire Et Cuire,55,2,1,1,30,1,2,1,55,2
Brazil,Canoinhas,29,1,0,1,12,1,1,1,29,1
Thailand,Ban Chang,52,2,0,1,22,1,1,1,52,2
Saint Kitts and Nevis,Basseterre,90,2,1,1,25,1,0,1,90,2
Netherlands,Best,30,1,1,1,30,1,2,1,28,1
Haiti,Cap Haitien,77,2,2,1,16,1,5,1,77,2
Brazil,Capela Do Alto,72,2,2,1,11,1,5,1,72,2
India,Changanacheri,80,2,1,1,24,1,1,1,80,2
Brazil,Aruja,166,4,6,1,1,1,18,1,166,4
France,Aubiere,150,4,1,1,32,1,2,1,150,4
Brazil,Braganca,42,1,1,1,17,1,0,1,42,1
Paraguay,Caacupe,22,1,1,1,9,1,0,1,22,1
Paraguay,Caaguazu,19,1,1,1,12,1,0,1,19,1
Chile,Cabrero,65,2,2,1,7,1,9,1,65,2
Brazil,Campo Verde,30,1,1,1,10,1,0,1,30,1
India,Arumuganeri,50,1,0,1,29,1,0,1,50,1
,Bagheria,81,2,1,1,46,1,0,1,81,2
Egypt,Akhmim,153,4,1,1,53,2,1,1,153,4
Romania,Moldova Noua,55,2,1,1,43,1,0,1,55,2
Spain,Monforte De Lemos,17,1,1,1,17,1,2,1,13,1
Belgium,Mouscron,48,1,1,1,36,1,3,1,48,1
India,Mursan,175,4,4,1,175,4,2,1,169,4
Japan,Nagai,57,2,1,1,50,1,1,1,57,2
United States of America,Nampa,63,2,1,1,29,1,4,1,63,2
India,Nimaparha,153,4,3,1,68,2,1,1,153,4
United States of America,Massapequa Park,68,2,2,1,16,1,23,1,68,2
Malaysia,Kuang,75,2,2,1,42,1,2,1,75,2
Malaysia,Kulim,61,2,1,1,43,1,0,1,61,2
Brazil,Lajedo,29,1,0,1,11,1,1,1,29,1
United States of America,Lakeville,37,1,1,1,30,1,9,1,37,1
Poland,Legnica,70,2,1,1,38,1,1,1,70,2
Mozambique,Manica,45,1,2,1,16,1,0,1,45,1
United States of America,Lombard,67,2,2,1,17,1,18,1,67,2
Italy,Lucca,58,2,1,1,44,1,2,1,58,2
Indonesia,Makasar,67,2,2,1,25,1,1,1,67,2
United Kingdom of Great Britain and Northern Ireland,Liverpool,46,1,1,1,27,1,4,1,46,1
Portugal,Lousa,36,1,1,1,36,1,1,1,20,1
Germany,Leipzig,62,2,1,1,34,1,2,1,62,2
Austria,Koflach,76,2,1,1,35,1,1,1,76,2
Russia,Komsomolskiy,34,1,1,1,34,1,0,1,26,1
Belarus,Navahrudak,31,1,1,1,31,1,0,1,14,1
Italy,Negrar,59,2,2,1,30,1,7,1,59,2
Slovenia,Murska Sobota,74,2,2,1,32,1,5,1,74,2
Romania,Miercurea Ciuc,61,2,1,1,41,1,0,1,61,2
United States of America,Moline,77,2,3,1,1,1,10,1,77,2
Peru,Monsefu,32,1,0,1,22,1,0,1,32,1
Thailand,Phra Pradaeng,70,2,1,1,24,1,1,1,70,2
Sweden,Pitea,31,1,1,1,31,1,0,1,26,1
Albania,Pogradec,44,1,1,1,44,1,0,1,39,1
United States of America,Cottonwood Heights,51,2,1,1,18,1,10,1,51,2
Mexico,Cuernavaca,194,4,5,1,6,1,26,1,194,4
Japan,Chatan,32,1,0,1,32,1,1,1,26,1
France,Chilly Mazarin,71,2,2,1,27,1,7,1,71,2
Russia,Chulman,32,1,1,1,32,1,0,1,21,1
Mexico,Cihuatlan,35,1,1,1,19,1,1,1,35,1
Germany,Glinde,34,1,1,1,34,1,2,1,25,1
Philippines,Guiguinto,71,2,1,1,24,1,1,1,71,2
Brazil,Itambacuri,29,1,1,1,5,1,2,1,29,1
Germany,Heubach,29,1,0,1,29,1,2,1,28,1
China,Yicheng,153,4,3,1,153,4,2,1,90,2
Japan,Yugawara,42,1,1,1,42,1,2,1,36,1
Netherlands,Zaltbommel,39,1,1,1,29,1,4,1,39,1
Netherlands,Zwolle,31,1,1,1,30,1,3,1,31,1
Germany,Wiesmoor,38,1,1,1,38,1,0,1,33,1
United States of America,Woodinville,59,2,2,1,22,1,9,1,59,2
India,Harpanahalli,50,1,1,1,17,1,3,1,50,1
Netherlands,Hellevoetsluis,37,1,1,1,37,1,1,1,30,1
United States of America,Highland Village,68,2,2,1,31,1,5,1,68,2
Brazil,Igaracu Do Tiete,68,2,1,1,21,1,1,1,68,2
,Ilheus,39,1,0,1,27,1,0,1,39,1
India,Karimnagar,179,4,3,1,29,1,20,1,179,4
Ethiopia,Kemise,108,3,1,1,33,1,0,1,108,3
United States of America,Kendale Lakes,34,1,1,1,34,1,1,1,28,1
Germany,Kerpen,56,2,1,1,45,1,1,1,56,2
Indonesia,Rancaekek,207,5,12,1,3,1,31,1,207,5
Germany,Reutlingen,62,2,1,1,52,2,0,1,62,2
Mexico,Poncitlan,52,2,1,1,30,1,0,1,52,2
United States of America,Puyallup,54,2,1,1,28,1,6,1,54,2
Japan,Ozu,52,2,2,1,23,1,9,1,52,2
Colombia,Pacho,65,2,1,1,27,1,2,1,65,2
Italy,Palma Campania,71,2,1,1,71,2,0,1,56,2
United States of America,Parker,46,1,1,1,39,1,1,1,46,1
,Teignmouth,37,1,1,1,29,1,1,1,37,1
Viet Nam,Thai Binh,173,4,8,1,25,1,18,1,173,4
Mexico,Tlalmanalco,197,4,4,1,27,1,10,1,197,4
United Kingdom of Great Britain and Northern Ireland,Tonbridge,34,1,0,1,34,1,0,1,26,1
,Torquay,36,1,1,1,30,1,1,1,36,1
Czechia,Trebic,79,2,1,1,46,1,0,1,79,2
Venezuela (Bolivarian Republic of),Turmero,86,2,1,1,39,1,2,1,86,2
Philippines,Urbiztondo,119,3,2,1,26,1,6,1,119,3
Romania,Vulcan,46,1,1,1,46,1,0,1,39,1
Poland,Walcz,42,1,1,1,42,1,0,1,19,1
United Kingdom of Great Britain and Northern Ireland,Sutton Coldfield,33,1,1,1,30,1,1,1,33,1
Japan,Tachikawa,83,2,2,1,21,1,17,1,83,2
Brazil,Bariri,66,2,1,1,24,1,1,1,66,2
United States of America,Bend,36,1,1,1,25,1,2,1,36,1
India,Bhilai,160,4,3,1,40,1,5,1,160,4
Spain,Bilbao,40,1,1,1,40,1,0,1,18,1
Brazil,Borda Da Mata,44,1,1,1,18,1,1,1,44,1
Brazil,Carira,21,1,0,1,21,1,0,1,13,1
Philippines,Castillejos,102,3,1,1,25,1,3,1,102,3
Colombia,Cerete,49,1,1,1,17,1,0,1,49,1
United States of America,Cincinnati,46,1,1,1,46,1,1,1,39,1
United States of America,Clermont,95,2,1,1,95,2,1,1,17,1
India,Kurud,154,4,2,1,47,1,1,1,154,4
United States of America,Kyle,30,1,0,1,24,1,1,1,30,1
India,Latehar,171,4,3,1,51,2,3,1,171,4
United States of America,Lauderhill,35,1,1,1,35,1,1,1,28,1
United States of America,Miami Springs,35,1,1,1,35,1,1,1,31,1
India,Moirang,67,2,2,1,6,1,3,1,67,2
Ecuador,Montecristi,56,2,1,1,23,1,0,1,56,2
Zimbabwe,Mount Darwin,26,1,0,1,24,1,0,1,26,1
Canada,Nanaimo,38,1,1,1,38,1,1,1,23,1
China,Nanfeng,88,2,5,1,18,1,9,1,88,2
Germany,Neufahrn,67,2,1,1,62,2,0,1,67,2
Poland,Nisko,65,2,1,1,46,1,0,1,65,2
France,Oignies,49,1,1,1,38,1,1,1,49,1
Qatar,Doha,164,4,1,1,164,4,2,1,144,3
Ethiopia,Addis Abeba,59,2,1,1,24,1,0,1,59,2
Germany,Altena,55,2,1,1,44,1,0,1,55,2
Turkmenistan,Annau,110,3,1,1,38,1,1,1,110,3
United Kingdom of Great Britain and Northern Ireland,Ashington,43,1,1,1,40,1,0,1,43,1
Russia,Asino,31,1,1,1,18,1,1,1,31,1
Iran (Islamic Republic of),Astara,80,2,1,1,45,1,0,1,80,2
Burkina Faso,Dedougou,63,2,1,1,27,1,0,1,63,2
Kazakhstan,Derzhavinsk,76,2,1,1,31,1,0,1,76,2
United States of America,Desoto,64,2,2,1,35,1,4,1,64,2
Germany,Detmold,49,1,1,1,43,1,0,1,49,1
United States of America,El Cerrito,46,1,1,1,33,1,4,1,46,1
Mexico,Fortin,58,2,1,1,31,1,2,1,58,2
United States of America,Coalinga,32,1,1,1,32,1,1,1,18,1
Senegal,Sedhiou,177,4,1,1,29,1,0,1,177,4
Portugal,Selho,40,1,0,1,40,1,0,1,16,1
Iran (Islamic Republic of),Semnan,110,3,1,1,43,1,0,1,110,3
Italy,Senago,91,2,1,1,67,2,0,1,91,2
United States of America,Sevierville,53,2,1,1,53,2,0,1,12,1
Russia,Shatura,40,1,1,1,40,1,2,1,31,1
Germany,Simmerath,55,2,1,1,46,1,0,1,55,2
United States of America,South Jordan,44,1,1,1,44,1,1,1,43,1
Slovakia,Sturovo,63,2,1,1,63,2,0,1,57,2
United States of America,Austintown,38,1,2,1,38,1,4,1,34,1
Mexico,Autlan,38,1,2,1,10,1,2,1,38,1
Brazil,Barra Do Bugres,63,2,3,1,7,1,1,1,63,2
India,Basavakalyan,72,2,0,1,25,1,0,1,72,2
India,Amarpatan,184,4,1,1,53,2,0,1,184,4
India,Amta,160,4,4,1,102,3,4,1,160,4
Chile,Arauco,50,1,1,1,15,1,5,1,50,1
China,Yingkou,74,2,3,1,69,2,4,1,74,2
Colombia,Yarumal,73,2,1,1,22,1,0,1,73,2
United States of America,Charlton,66,2,2,1,18,1,13,1,66,2
Russia,Chebarkul,33,1,1,1,33,1,0,1,19,1
China,Chingshui,59,2,1,1,41,1,9,1,59,2
India,Biloli,96,2,1,1,31,1,0,1,96,2
China,Binzhou,182,4,4,1,182,4,2,1,135,3
United Kingdom of Great Britain and Northern Ireland,Carnoustie,29,1,0,1,29,1,1,1,10,1
United States of America,Brenham,103,3,1,1,19,1,2,1,103,3
Mexico,Lerma,126,3,3,1,8,1,15,1,126,3
Belgium,Lessines,35,1,0,1,28,1,3,1,35,1
India,Mahe,70,2,0,1,25,1,0,1,70,2
Italy,Medicina,40,1,1,1,40,1,2,1,27,1
Switzerland,Munchenbuchsee,30,1,1,1,24,1,1,1,30,1
India,Namagiripettai,87,2,1,1,30,1,2,1,87,2
India,Narnaul,497,6,1,1,41,1,0,1,369,6
Netherlands,Nieuwkoop,34,1,0,1,34,1,1,1,28,1
Belgium,Nivelles,40,1,1,1,22,1,5,1,40,1
Japan,Takikawa,31,1,1,1,31,1,0,1,16,1
Saudi Arabia,Tabuk,175,4,1,1,86,2,0,1,175,4
Chile,Talagante,251,5,18,1,0,1,27,1,251,5
Switzerland,Baar,52,2,1,1,30,1,1,1,52,2
Germany,Bad Neuenahr Ahrweiler,57,2,1,1,37,1,3,1,57,2
Germany,Bad Tolz,66,2,1,1,36,1,2,1,66,2
Pakistan,Baffa,165,4,3,1,139,3,0,1,165,4
India,Bagepalli,24,1,1,1,24,1,0,1,22,1
Russia,Berdsk,42,1,1,1,42,1,1,1,37,1
Czechia,Prague,81,2,1,1,37,1,2,1,81,2
Pakistan,Raja Jang,163,4,3,1,163,4,1,1,161,4
India,Phuntsholing,60,2,2,1,38,1,0,1,60,2
Ukraine,Mospyne,38,1,1,1,38,1,1,1,18,1
United States of America,Northlake,66,2,2,1,13,1,20,1,66,2
Mexico,Nueva Italia De Ruiz,26,1,1,1,17,1,1,1,26,1
Russia,Yelabuga,53,2,1,1,37,1,1,1,53,2
Malta,Zejtun,54,2,1,1,49,1,1,1,54,2
Belgium,Zelzate,58,2,1,1,36,1,4,1,58,2
United States of America,Groton,30,1,1,1,28,1,5,1,30,1
China,Urumqi,152,4,1,1,68,2,1,1,152,4
France,Vannes,59,2,1,1,31,1,2,1,59,2
Hungary,Varpalota,66,2,1,1,42,1,1,1,66,2
India,Velur,37,1,1,1,29,1,0,1,37,1
India,Tosham,171,4,3,1,162,4,1,1,171,4
Russia,Tyumen,32,1,1,1,32,1,0,1,27,1
Belgium,Virton,58,2,1,1,40,1,2,1,58,2
China,Weihe,64,2,2,1,43,1,0,1,64,2
China,Xiaoshan,159,4,4,1,37,1,11,1,159,4
United States of America,Hugo,51,2,1,1,38,1,5,1,51,2
Brazil,Chapada Dos Guimaraes,41,1,1,1,2,1,0,1,41,1
United States of America,Cheshire,59,2,2,1,19,1,17,1,59,2
United States of America,Draper,38,1,1,1,26,1,7,1,38,1
India,Toda Raisingh,191,4,1,1,39,1,0,1,191,4
Russia,Toguchin,42,1,1,1,42,1,0,1,37,1
India,Ariyalur,44,1,1,1,31,1,0,1,44,1
United States of America,Fort Washington,51,2,1,1,28,1,9,1,51,2
Romania,Mioveni,47,1,1,1,41,1,0,1,47,1
New Zealand,Masterton,13,1,0,1,13,1,2,1,11,1
Japan,Matsubase,27,1,1,1,27,1,2,1,25,1
India,Borsad,150,4,1,1,41,1,0,1,150,4
France,Bouc Bel Air,30,1,1,1,30,1,5,1,30,1
Germany,Ahaus,54,2,1,1,16,1,9,1,54,2
,Roquebrune Cap Martin,39,1,1,1,39,1,1,1,35,1
Cameroon,Douala,79,2,3,1,25,1,1,1,79,2
United States of America,East Hanover,71,2,2,1,14,1,20,1,71,2
United States of America,East Meadow,65,2,2,1,17,1,21,1,65,2
France,Elbeuf,53,2,1,1,27,1,3,1,53,2
Sri Lanka,Eravur,59,2,1,1,36,1,0,1,59,2
Indonesia,Katobu,22,1,0,1,18,1,0,1,22,1
Germany,Frankfurt,39,1,0,1,31,1,1,1,39,1
Philippines,Pasacao,53,2,1,1,23,1,0,1,53,2
India,Panna,203,5,1,1,45,1,0,1,203,5
United States of America,Savannah,74,2,2,1,31,1,3,1,74,2
India,Sendhwa,152,4,0,1,33,1,0,1,152,4
India,Punjai Puliyampatti,46,1,0,1,25,1,0,1,46,1
,Key Biscayne,60,2,1,1,17,1,10,1,60,2
Bosnia and Herzegovina,Kakanj,50,1,1,1,32,1,0,1,50,1
India,Kalna,162,4,5,1,114,3,4,1,162,4
India,Khekra,203,5,4,1,151,4,5,1,203,5
Russia,Kirovsk,27,1,1,1,27,1,0,1,7,1
,Lulea,28,1,1,1,28,1,0,1,3,1
China,Suozhen,156,4,4,1,149,3,6,1,156,4
Poland,Szczecin,34,1,1,1,26,1,3,1,34,1
Italy,Taviano,68,2,1,1,49,1,2,1,68,2
Albania,Tepelene,57,2,1,1,31,1,2,1,57,2
France,Thiers,36,1,1,1,24,1,2,1,36,1
Kyrgyzstan,Toktogul,84,2,0,1,41,1,0,1,84,2
Poland,Chelmno,31,1,1,1,31,1,1,1,26,1
India,Chichli,152,4,1,1,36,1,0,1,152,4
France,Boissy Saint Leger,30,1,1,1,28,1,2,1,30,1
Poland,Szczytno,34,1,0,1,34,1,0,1,34,1
Spain,Tacoronte,36,1,1,1,36,1,0,1,8,1
India,Tandur,74,2,0,1,27,1,0,1,74,2
Colombia,Abrego,63,2,2,1,13,1,2,1,63,2
United States of America,Adelanto,79,2,2,1,31,1,12,1,79,2
Spain,Algeciras,40,1,1,1,27,1,5,1,40,1
Belgium,Balen,36,1,1,1,23,1,5,1,36,1
Romania,Barlad,66,2,1,1,42,1,1,1,66,2
Brazil,Caarapo,15,1,1,1,15,1,0,1,9,1
India,Ladwa,152,4,3,1,151,4,1,1,152,4
Democratic Republic of the Congo,Lubao,99,2,2,1,23,1,1,1,99,2
India,Mangrul Pir,148,3,1,1,33,1,0,1,148,3
China,Datong,44,1,1,1,44,1,1,1,38,1
Netherlands,Delfzijl,30,1,1,1,30,1,3,1,27,1
Indonesia,Demak,85,2,1,1,47,1,1,1,85,2
Indonesia,Klungkung,33,1,1,1,25,1,0,1,33,1
Malaysia,Kuching,46,1,1,1,16,1,0,1,46,1
India,Miranpur,464,6,4,1,171,4,5,1,407,6
Pakistan,Miro Khan,168,4,1,1,57,2,1,1,168,4
France,Montrouge,31,1,1,1,28,1,2,1,31,1
United States of America,West Odessa,58,2,1,1,31,1,1,1,58,2
United States of America,Wyoming,74,2,2,1,15,1,17,1,74,2
Mexico,Yurecuaro,49,1,1,1,6,1,5,1,49,1
Ukraine,Zhmerynka,72,2,1,1,38,1,1,1,72,2
Romania,Boldesti Scaeni,41,1,1,1,41,1,0,1,39,1
France,Cahors,40,1,1,1,24,1,2,1,40,1
Germany,Schkeuditz,31,1,0,1,31,1,1,1,31,1
Russia,Seltso,44,1,0,1,33,1,0,1,44,1
Italy,Sesto San Giovanni,62,2,1,1,39,1,3,1,62,2
Central African Republic,Berberati,43,1,2,1,14,1,0,1,43,1
Brazil,Sume,28,1,0,1,16,1,0,1,28,1
India,Agartala,125,3,1,1,39,1,1,1,125,3
Brazil,Almenara,28,1,1,1,3,1,1,1,28,1
Colombia,Apartado,34,1,1,1,9,1,0,1,34,1
India,Bahjoi,500,6,1,1,53,2,1,1,447,6
Philippines,Balagtas,71,2,1,1,24,1,1,1,71,2
Czechia,Beroun,59,2,1,1,48,1,0,1,59,2
Côte d'Ivoire,Bondoukou,27,1,1,1,21,1,0,1,27,1
Iran (Islamic Republic of),Borazjan,156,4,1,1,45,1,0,1,156,4
United States of America,Centerville,45,1,1,1,45,1,1,1,42,1
Czechia,Roudnice,57,2,1,1,46,1,1,1,57,2
Spain,Santa Comba,30,1,1,1,30,1,2,1,28,1
Paraguay,Villa Elisa,24,1,0,1,16,1,0,1,24,1
Brazil,Vinhedo,72,2,1,1,30,1,1,1,72,2
United States of America,Webster,48,1,1,1,38,1,2,1,48,1
Ethiopia,Werota,54,2,1,1,18,1,0,1,54,2
Mexico,Xalapa,52,2,1,1,29,1,0,1,52,2
Russia,Yartsevo,37,1,1,1,37,1,0,1,16,1
South Africa,Zastron,147,3,1,1,0,1,20,1,147,3
Russia,Zima,34,1,1,1,8,1,6,1,34,1
United States of America,Cutler,101,3,2,1,10,1,14,1,101,3
Democratic Republic of the Congo,Bunia,51,2,1,1,16,1,0,1,51,2
Philippines,San Narciso,69,2,0,1,25,1,0,1,69,2
India,Proddatur,119,3,0,1,31,1,0,1,119,3
Russia,Novominskaya,43,1,1,1,43,1,0,1,14,1
Romania,Sacueni,51,2,1,1,29,1,1,1,51,2
India,Salaya,153,4,0,1,28,1,0,1,153,4
India,Salur,158,4,1,1,46,1,0,1,158,4
Indonesia,Tayu,100,3,2,1,100,3,1,1,89,2
Indonesia,Teluknaga,188,4,4,1,188,4,3,1,163,4
China,Tongling,150,4,3,1,150,4,3,1,102,3
Mexico,Tuxtepec,84,2,2,1,20,1,4,1,84,2
United Republic of Tanzania,Ushirombo,22,1,0,1,16,1,0,1,22,1
Russia,Verkhnyaya Sinyachikha,52,2,1,1,29,1,0,1,52,2
United States of America,Villas,46,1,1,1,25,1,5,1,46,1
South Africa,Virginia,160,4,4,1,12,1,12,1,160,4
South Africa,Vryheid,92,2,2,1,13,1,5,1,92,2
Russia,Vyazma,32,1,1,1,32,1,0,1,11,1
Senegal,Waounde,162,4,1,1,26,1,1,1,162,4
Germany,Weinsberg,51,2,1,1,28,1,3,1,51,2
United States of America,Wekiva Springs,67,2,1,1,15,1,13,1,67,2
Italy,Francavilla Fontana,78,2,1,1,44,1,3,1,78,2
Botswana,Gaborone,71,2,1,1,9,1,2,1,71,2
Japan,Ginowan,99,2,2,1,99,2,0,1,40,1
China,Chenzhou,126,3,4,1,60,2,4,1,126,3
Chile,Laja,57,2,1,1,10,1,7,1,57,2
Angola,Luau,54,2,1,1,20,1,0,1,54,2
Cameroon,Mbalmayo,49,1,2,1,23,1,0,1,49,1
Germany,Alsdorf,43,1,1,1,24,1,4,1,43,1
Turkey,Bafra,48,1,1,1,48,1,0,1,14,1
Cameroon,Bali,91,2,5,1,10,1,2,1,91,2
Thailand,Ban Pong,39,1,0,1,23,1,0,1,39,1
India,Bargi,170,4,1,1,37,1,0,1,170,4
Switzerland,Binningen,87,2,1,1,25,1,3,1,87,2
United States of America,Bluefield,36,1,1,1,36,1,1,1,18,1
Ukraine,Boryslav,80,2,1,1,41,1,0,1,80,2
Italy,Martellago,86,2,2,1,32,1,6,1,86,2
India,Muri,186,4,2,1,98,2,1,1,186,4
United Republic of Tanzania,Mwandiga,59,2,2,1,16,1,0,1,59,2
Portugal,Samora Correia,44,1,1,1,36,1,2,1,44,1
Japan,Fujieda,46,1,1,1,46,1,1,1,41,1
France,Eragny,48,1,1,1,19,1,4,1,48,1
Brazil,Forquilhinha,45,1,1,1,18,1,2,1,45,1
India,Guruvayur,68,2,0,1,25,1,0,1,68,2
Germany,Haltern,28,1,0,1,28,1,2,1,26,1
United States of America,Holly Hill,43,1,1,1,30,1,6,1,43,1
India,Digras,137,3,1,1,35,1,0,1,137,3
United States of America,Enterprise,81,2,2,1,12,1,8,1,81,2
Greece,Florina,69,2,1,1,38,1,3,1,69,2
Hungary,Kapuvar,57,2,1,1,38,1,1,1,57,2
United States of America,Greenwich,58,2,1,1,42,1,7,1,58,2
Germany,Grunstadt,35,1,1,1,35,1,1,1,28,1
United Kingdom of Great Britain and Northern Ireland,Halifax,53,2,0,1,31,1,1,1,53,2
Pakistan,Chak,166,4,1,1,46,1,0,1,166,4
Brazil,Lucelia,22,1,1,1,8,1,1,1,22,1
Gambia,Lamin,153,4,1,1,24,1,1,1,153,4
France,La Motte Servolex,64,2,1,1,32,1,1,1,64,2
Indonesia,Krian,161,4,3,1,137,3,1,1,161,4
Russia,Manturovo,50,1,1,1,29,1,1,1,50,1
,Peniche,30,1,1,1,30,1,3,1,19,1
Libya,Darnah,53,2,1,1,53,2,0,1,33,1
Nigeria,Wukari,91,2,3,1,19,1,1,1,91,2
China,Ximei,167,4,3,1,167,4,3,1,97,2
China,Yilan,46,1,1,1,46,1,0,1,46,1
Mexico,Zacoalco,51,2,1,1,8,1,4,1,51,2
Slovakia,Zvolen,69,2,1,1,42,1,1,1,69,2
Brazil,Lavras,44,1,1,1,10,1,2,1,44,1
France,Le Moule,101,3,0,1,25,1,0,1,101,3
France,Lievin,35,1,0,1,26,1,2,1,35,1
Bangladesh,Madaripur,172,4,2,1,36,1,4,1,172,4
Indonesia,Manggar,34,1,0,1,19,1,0,1,34,1
Japan,Tondabayashi,47,1,1,1,47,1,0,1,21,1
India,Turaiyur,61,2,1,1,27,1,1,1,61,2
Armenia,Vanadzor,30,1,1,1,27,1,0,1,30,1
France,Vandoeuvre Les Nancy,28,1,1,1,22,1,3,1,28,1
United States of America,Victorville,74,2,2,1,28,1,13,1,74,2
Cuba,Placetas,55,2,1,1,19,1,3,1,55,2
Japan,Shibetsu,35,1,0,1,35,1,0,1,16,1
Ghana,Suhum,84,2,1,1,18,1,1,1,84,2
Brazil,Poco Verde,28,1,0,1,7,1,1,1,28,1
Côte d'Ivoire,Tiassale,64,2,1,1,17,1,0,1,64,2
United States of America,Urbana,47,1,1,1,27,1,9,1,47,1
Sweden,Varberg,40,1,0,1,40,1,0,1,20,1
Russia,Yurga,49,1,1,1,30,1,0,1,49,1
Mexico,Zaragoza,49,1,1,1,20,1,6,1,49,1
Uzbekistan,Zomin,153,4,1,1,40,1,0,1,153,4
Germany,Werdohl,34,1,1,1,34,1,1,1,26,1
Germany,Witten,34,1,1,1,34,1,2,1,27,1
