country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category
Thailand,Nakhon Pathom,35,1,0,1,24,1,0,1,35,1
China,Nanzhou,152,4,3,1,152,4,4,1,113,3
India,Naraina,297,5,1,1,40,1,0,1,297,5
India,Navadwip,157,4,4,1,141,3,2,1,157,4
Brazil,Nazare Da Mata,38,1,0,1,17,1,2,1,38,1
Mexico,Nealtican,134,3,2,1,11,1,8,1,134,3
Guatemala,Nebaj,71,2,2,1,3,1,6,1,71,2
Brazil,Nepomuceno,55,2,2,1,2,1,4,1,55,2
Russia,Nevel,33,1,1,1,33,1,0,1,11,1
Nigeria,Nguru,86,2,3,1,36,1,1,1,86,2
United States of America,Nicholasville,61,2,1,1,44,1,4,1,61,2
India,Nimaj,225,5,1,1,35,1,0,1,225,5
Nicaragua,Nindiri,62,2,1,1,17,1,2,1,62,2
Germany,Lahstedt,36,1,1,1,35,1,1,1,36,1
Netherlands,Landsmeer,32,1,0,1,32,1,2,1,15,1
United States of America,Langley Park,43,1,1,1,39,1,6,1,43,1
Indonesia,Lawang,83,2,2,1,40,1,1,1,83,2
Netherlands,Leek,33,1,0,1,33,1,0,1,14,1
United Kingdom of Great Britain and Northern Ireland,Leicester,33,1,1,1,16,1,10,1,33,1
Albania,Librazhd,67,2,1,1,42,1,0,1,67,2
United States of America,Millbrook,64,2,1,1,34,1,2,1,64,2
United States of America,Milwaukie,52,2,2,1,10,1,14,1,52,2
United States of America,Mission Bend,89,2,1,1,18,1,4,1,89,2
Japan,Miyazu,44,1,1,1,44,1,0,1,36,1
Japan,Mizunami,38,1,1,1,38,1,1,1,24,1
Austria,Modling,56,2,1,1,50,1,1,1,56,2
South Africa,Mondlo,48,1,1,1,19,1,1,1,48,1
France,Morangis,67,2,1,1,23,1,5,1,67,2
India,Macherla,69,2,1,1,26,1,1,1,69,2
Egypt,Madinat Sittah Uktubar,77,2,2,1,62,2,4,1,77,2
Spain,Madridejos,25,1,1,1,25,1,2,1,15,1
India,Madukkur,70,2,1,1,35,1,0,1,70,2
Sierra Leone,Magburaka,57,2,1,1,19,1,0,1,57,2
Germany,Magdeburg,42,1,1,1,36,1,1,1,42,1
Indonesia,Magelang,60,2,1,1,32,1,0,1,60,2
Italy,Magenta,75,2,2,1,29,1,7,1,75,2
Iran (Islamic Republic of),Maku,57,2,1,1,39,1,0,1,57,2
India,Malihabad,199,4,4,1,179,4,1,1,199,4
Pakistan,Mamu Kanjan,188,4,2,1,135,3,1,1,188,4
Brazil,Mandaguari,49,1,1,1,14,1,1,1,49,1
Greece,Mandra,56,2,1,1,45,1,0,1,56,2
Italy,Marcon,63,2,2,1,30,1,7,1,63,2
Pakistan,Mardan,162,4,3,1,162,4,1,1,154,4
Germany,Markdorf,49,1,2,1,24,1,7,1,49,1
Germany,Marktredwitz,58,2,1,1,45,1,1,1,58,2
Nicaragua,Masaya,61,2,1,1,17,1,2,1,61,2
Zimbabwe,Masvingo,34,1,1,1,15,1,0,1,34,1
Sri Lanka,Matale,53,2,0,1,19,1,0,1,53,2
Brazil,Mauriti,20,1,0,1,12,1,1,1,20,1
Myanmar,Mawlaik,19,1,1,1,19,1,0,1,11,1
Brazil,Medina,17,1,0,1,15,1,0,1,17,1
Germany,Meerbusch,43,1,1,1,31,1,3,1,43,1
Kazakhstan,Lisakovsk,34,1,1,1,34,1,0,1,22,1
China,Liuhe,48,1,2,1,48,1,0,1,40,1
Botswana,Lobatse,68,2,2,1,18,1,3,1,68,2
Italy,Locri,50,1,1,1,44,1,1,1,50,1
France,Louviers,54,2,1,1,30,1,2,1,54,2
Serbia,Loznica,68,2,1,1,33,1,0,1,68,2
Poland,Lubon,85,2,1,1,33,1,2,1,85,2
Brazil,Luziania,43,1,1,1,10,1,2,1,43,1
China,Pingchen,56,2,1,1,43,1,1,1,56,2
India,Pirawa,197,4,1,1,36,1,0,1,197,4
Germany,Pirna,78,2,1,1,35,1,2,1,78,2
Brazil,Pocos De Caldas,66,2,1,1,9,1,4,1,66,2
Spain,Olivenza,36,1,1,1,36,1,1,1,11,1
Turkey,Oltu,35,1,0,1,35,1,0,1,25,1
Belgium,Oosterzele,44,1,1,1,27,1,5,1,44,1
Czechia,Opava,88,2,1,1,41,1,1,1,88,2
Brazil,Oros,30,1,0,1,13,1,1,1,30,1
France,Orsay,75,2,2,1,20,1,7,1,75,2
Bolivia (Plurinational State of),Oruro,12,1,0,1,9,1,0,1,12,1
Italy,Ospitaletto,79,2,2,1,42,1,5,1,79,2
United Kingdom of Great Britain and Northern Ireland,Ossett,59,2,1,1,12,1,10,1,59,2
Germany,Ostringen,49,1,1,1,43,1,3,1,49,1
Romania,Otelu Rosu,52,2,1,1,39,1,0,1,52,2
Spain,Paiporta,27,1,1,1,26,1,1,1,27,1
United States of America,Panthersville,64,2,2,1,32,1,9,1,64,2
Mexico,Panuco,100,3,1,1,18,1,3,1,100,3
Brazil,Passa Quatro,62,2,2,1,5,1,4,1,62,2
India,Pathri,94,2,1,1,31,1,0,1,94,2
Italy,Pavullo Nel Frignano,95,2,1,1,45,1,1,1,95,2
Dominican Republic,Pedernales,46,1,1,1,17,1,2,1,46,1
Ecuador,Pelileo,42,1,1,1,1,1,2,1,42,1
India,Pen,109,3,0,1,23,1,0,1,109,3
Zambia,Petauke,27,1,0,1,20,1,0,1,27,1
United States of America,Pewaukee,41,1,1,1,32,1,6,1,41,1
Italy,Sabaudia,54,2,1,1,45,1,1,1,54,2
Libya,Sabha,102,3,1,1,24,1,0,1,102,3
France,Sable Sur Sarthe,64,2,1,1,23,1,3,1,64,2
Romania,Sacele,40,1,1,1,40,1,0,1,15,1
France,Saint Max,57,2,1,1,27,1,3,1,57,2
Hungary,Sajoszentpeter,88,2,1,1,35,1,2,1,88,2
Bangladesh,Sakhipur,74,2,3,1,74,2,2,1,63,2
Greece,Salamis,58,2,1,1,45,1,0,1,58,2
Italy,Salzano,62,2,2,1,32,1,7,1,62,2
Thailand,Phitsanulok,51,2,0,1,24,1,0,1,51,2
Bulgaria,Pleven,37,1,1,1,37,1,1,1,35,1
Poland,Plock,84,2,1,1,31,1,1,1,84,2
France,Pontoise,63,2,1,1,23,1,5,1,63,2
Portugal,Portimao,35,1,1,1,35,1,3,1,22,1
Slovakia,Prievidza,75,2,1,1,42,1,0,1,75,2
United States of America,Pullman,30,1,1,1,30,1,1,1,23,1
Costa Rica,Quesada,71,2,2,1,0,1,8,1,71,2
United States of America,North Valley,59,2,1,1,27,1,5,1,59,2
Poland,Nowy Targ,77,2,1,1,36,1,1,1,77,2
Sweden,Nybro,73,2,1,1,46,1,0,1,73,2
Nigeria,Oka,87,2,2,1,22,1,1,1,87,2
India,Ranikhet,105,3,2,1,82,2,0,1,105,3
Thailand,Ranot,70,2,2,1,42,1,0,1,70,2
India,Rasra,158,4,4,1,158,4,1,1,150,4
Germany,Rastede,34,1,0,1,34,1,0,1,14,1
India,Rawatsar,162,4,2,1,120,3,0,1,162,4
Russia,Rayevskiy,37,1,1,1,31,1,0,1,37,1
United States of America,Raynham,65,2,2,1,19,1,17,1,65,2
Germany,Rees,31,1,1,1,31,1,2,1,25,1
Brazil,Reriutaba,50,1,1,1,7,1,2,1,50,1
Lithuania,Rokiskis,35,1,1,1,35,1,0,1,28,1
Paraguay,Mariano Roque Alonso,30,1,0,1,16,1,0,1,30,1
Spain,Marin,35,1,1,1,35,1,1,1,20,1
India,Markapur,128,3,2,1,47,1,2,1,128,3
Germany,Markt Schwaben,68,2,1,1,65,2,0,1,68,2
Turkey,Marmaris,80,2,1,1,80,2,1,1,45,1
Japan,Masaki,52,2,1,1,39,1,4,1,52,2
Libya,Masallatah,96,2,1,1,57,2,1,1,96,2
France,Massy,72,2,1,1,44,1,2,1,72,2
Italy,Matino,66,2,1,1,66,2,0,1,60,2
United States of America,Maynard,44,1,1,1,40,1,1,1,44,1
France,Mazamet,47,1,1,1,41,1,0,1,47,1
Algeria,Medea,70,2,1,1,57,2,1,1,70,2
Italy,Melilli,101,3,1,1,49,1,0,1,101,3
France,Mende,44,1,1,1,39,1,0,1,44,1
Canada,Midland,36,1,1,1,21,1,0,1,36,1
Japan,Mikasa,42,1,1,1,32,1,3,1,42,1
Russia,Mikhaylov,37,1,1,1,37,1,1,1,27,1
United Kingdom of Great Britain and Northern Ireland,Milton Keynes,34,1,1,1,29,1,1,1,34,1
United States of America,Minot,49,1,1,1,28,1,1,1,49,1
Italy,Mirano,88,2,1,1,65,2,0,1,88,2
Greece,Mitilini,60,2,1,1,60,2,1,1,50,1
Brazil,Moju,33,1,0,1,16,1,0,1,33,1
Ecuador,Montalvo,48,1,1,1,22,1,2,1,48,1
France,Montataire,61,2,1,1,47,1,0,1,61,2
Brazil,Monte Carmelo,25,1,1,1,23,1,0,1,25,1
Italy,Montespertoli,78,2,1,1,78,2,0,1,40,1
India,Motihari,146,3,4,1,47,1,5,1,146,3
Peru,Moyobamba,32,1,1,1,6,1,0,1,32,1
Uganda,Mpigi,85,2,2,1,17,1,1,1,85,2
Zambia,Mufulira,47,1,1,1,26,1,0,1,47,1
India,Muragachha,166,4,6,1,21,1,15,1,166,4
Pakistan,Muridke,182,4,6,1,43,1,13,1,182,4
Russia,Muromtsevo,30,1,1,1,30,1,0,1,30,1
United States of America,Murray,63,2,1,1,52,2,1,1,63,2
Ireland,Naas,41,1,1,1,41,1,0,1,40,1
Indonesia,Nabire,24,1,1,1,7,1,0,1,24,1
India,Nagercoil,59,2,1,1,26,1,1,1,59,2
Germany,Neckarsulm,66,2,1,1,56,2,0,1,66,2
Russia,Nezlobnaya,42,1,1,1,42,1,1,1,33,1
Serbia,Nis,54,2,1,1,49,1,0,1,54,2
United States of America,Nixa,65,2,1,1,43,1,0,1,65,2
United States of America,Noblesville,56,2,1,1,41,1,1,1,56,2
Poland,Nowe Miasto Lubawskie,40,1,1,1,40,1,0,1,19,1
Mexico,Nuevo Laredo,47,1,0,1,25,1,0,1,47,1
Russia,Nyandoma,29,1,1,1,29,1,0,1,12,1
Colombia,Ocana,55,2,1,1,21,1,0,1,55,2
Ukraine,Odesa,48,1,1,1,34,1,1,1,48,1
India,Rasipuram,99,2,2,1,30,1,4,1,99,2
Russia,Rasskazovo,48,1,1,1,35,1,1,1,48,1
Thailand,Ratchaburi,98,2,2,1,7,1,8,1,98,2
India,Raybag,135,3,3,1,18,1,7,1,135,3
Germany,Rendsburg,45,1,1,1,45,1,0,1,22,1
United States of America,Ridgewood,52,2,1,1,45,1,2,1,52,2
Brazil,Rio Brilhante,38,1,1,1,13,1,0,1,38,1
India,Rishra,222,5,12,1,1,1,28,1,222,5
Turkey,Rize,44,1,1,1,37,1,0,1,44,1
Japan,Onoda,58,2,1,1,58,2,2,1,56,2
Poland,Opole,51,2,1,1,45,1,0,1,51,2
Russia,Orsk,136,3,1,1,34,1,1,1,136,3
Russia,Otradnyy,42,1,1,1,42,1,0,1,13,1
Romania,Ovidiu,42,1,1,1,42,1,0,1,39,1
Poland,Pabianice,46,1,1,1,41,1,1,1,46,1
India,Padmanabhapuram,63,2,1,1,26,1,1,1,63,2
Malaysia,Paka,65,2,1,1,22,1,4,1,65,2
India,Pallapatti,82,2,2,1,21,1,4,1,82,2
France,Pierre Benite,69,2,1,1,56,2,0,1,69,2
Italy,Pinerolo,69,2,1,1,47,1,0,1,69,2
France,Plan De Cuques,48,1,1,1,48,1,3,1,40,1
Nepal,Pokhara,94,2,2,1,24,1,1,1,94,2
Poland,Polkowice,44,1,1,1,44,1,0,1,37,1
Russia,Poronaysk,29,1,2,1,29,1,3,1,17,1
Russia,Pospelikha,28,1,1,1,28,1,1,1,23,1
Panama,Puerto Armuelles,29,1,1,1,29,1,0,1,29,1
India,Puruliya,146,3,3,1,35,1,5,1,146,3
Myanmar,Pyapon,32,1,1,1,29,1,0,1,32,1
Brazil,Quixere,23,1,0,1,23,1,0,1,22,1
Bangladesh,Ramganj,79,2,2,1,17,1,5,1,79,2
India,Panipat,174,4,5,1,49,1,13,1,174,4
Turkey,Pasinler,45,1,0,1,41,1,0,1,45,1
Uzbekistan,Paytug,124,3,1,1,30,1,12,1,124,3
United States of America,Peabody,45,1,1,1,38,1,1,1,45,1
Russia,Pechora,17,1,1,1,17,1,1,1,17,1
Indonesia,Pedan,193,4,10,1,6,1,20,1,193,4
Brazil,Penedo,23,1,0,1,23,1,0,1,10,1
United Kingdom of Great Britain and Northern Ireland,Penzance,35,1,1,1,28,1,6,1,35,1
Argentina,Pergamino,33,1,1,1,23,1,1,1,33,1
India,Periyanayakkanpalaiyam,75,2,2,1,18,1,4,1,75,2
Italy,Pescia,73,2,1,1,73,2,0,1,40,1
Pakistan,Peshawar,192,4,4,1,107,3,4,1,192,4
Haiti,Petionville,114,3,1,1,32,1,1,1,114,3
United States of America,Westminster,95,2,3,1,13,1,25,1,95,2
Germany,Wilhelmshaven,52,2,1,1,24,1,5,1,52,2
South Africa,Witrivier,163,4,4,1,18,1,7,1,163,4
China,Wucheng,83,2,3,1,39,1,2,1,83,2
China,Xinmin,69,2,2,1,69,2,1,1,50,1
China,Xiongshi,98,2,3,1,48,1,5,1,98,2
Japan,Yamasaki,33,1,1,1,33,1,2,1,32,1
China,Yangshan,195,4,5,1,195,4,4,1,165,4
India,Vikarabad,101,3,1,1,40,1,1,1,101,3
,Vila Velha,57,2,1,1,15,1,2,1,57,2
Portugal,Vilar De Andorinho,30,1,1,1,30,1,3,1,20,1
Brazil,Vitorino Freire,27,1,1,1,6,1,1,1,27,1
Brazil,Volta Redonda,125,3,4,1,2,1,9,1,125,3
Ukraine,Vyshhorod,39,1,1,1,39,1,1,1,37,1
United States of America,Wabash,62,2,2,1,22,1,13,1,62,2
Pakistan,Wah,166,4,3,1,146,3,0,1,166,4
Canada,Wallaceburg,71,2,2,1,17,1,18,1,71,2
Germany,Walsrode,63,2,1,1,40,1,3,1,63,2
Indonesia,Waru,155,4,3,1,117,3,1,1,155,4
Germany,Halstenbek,33,1,0,1,33,1,1,1,31,1
India,Handia,189,4,1,1,90,2,1,1,189,4
United States of America,Hanover Park,60,2,2,1,27,1,14,1,60,2
India,Hansi,500,6,1,1,55,2,0,1,464,6
Japan,Hasuda,45,1,1,1,44,1,4,1,45,1
Germany,Hessisch Oldendorf,38,1,0,1,33,1,1,1,38,1
United States of America,Goodyear,52,2,1,1,20,1,9,1,52,2
Italy,Gorgonzola,63,2,1,1,36,1,4,1,63,2
Germany,Gotha,30,1,0,1,30,1,1,1,30,1
United Kingdom of Great Britain and Northern Ireland,Ilkeston,52,2,1,1,11,1,12,1,52,2
Germany,Ilmenau,29,1,0,1,29,1,1,1,28,1
Russia,Ipatovo,40,1,1,1,40,1,0,1,23,1
Denmark,Ishoj,35,1,0,1,32,1,1,1,35,1
Brazil,Ituiutaba,25,1,1,1,10,1,1,1,25,1
United States of America,Lake Wales,48,1,1,1,17,1,11,1,48,1
Greece,Larisa,41,1,1,1,41,1,1,1,26,1
Brazil,Leme,67,2,2,1,9,1,5,1,67,2
United States of America,Lilburn,60,2,2,1,34,1,7,1,60,2
China,Lingao,59,2,1,1,28,1,0,1,59,2
United Kingdom of Great Britain and Northern Ireland,Litherland,27,1,1,1,25,1,3,1,27,1
United States of America,Little Elm,59,2,1,1,20,1,6,1,59,2
Czechia,Litvinov,44,1,1,1,20,1,6,1,44,1
United Kingdom of Great Britain and Northern Ireland,London,40,1,1,1,11,1,11,1,40,1
France,Lons,36,1,1,1,36,1,1,1,25,1
Poland,Lowicz,34,1,1,1,34,1,1,1,27,1
Lao People's Democratic Republic,Luang Prabang,23,1,0,1,19,1,0,1,23,1
Belgium,Lubbeek,35,1,1,1,26,1,3,1,35,1
Estonia,Maardu,23,1,1,1,23,1,7,1,20,1
Thailand,Maha Sarakham,58,2,0,1,28,1,0,1,58,2
Belgium,Maldegem,32,1,0,1,32,1,1,1,31,1
Italy,Manerbio,70,2,1,1,38,1,4,1,70,2
India,Manikpur,185,4,1,1,39,1,1,1,185,4
Brazil,Mantena,29,1,1,1,8,1,2,1,29,1
Russia,Kholmsk,33,1,0,1,33,1,0,1,7,1
Qatar,Khor,151,4,1,1,114,3,1,1,151,4
Germany,Kirchlengern,36,1,0,1,27,1,2,1,36,1
Democratic Republic of the Congo,Kisangani,166,4,6,1,15,1,3,1,166,4
United Republic of Tanzania,Kisarawe,44,1,0,1,22,1,0,1,44,1
United Republic of Tanzania,Kiwira,21,1,0,1,15,1,0,1,21,1
India,Kochinda,162,4,1,1,46,1,0,1,162,4
Sierra Leone,Koindu,53,2,2,1,4,1,0,1,53,2
Niger,Kollo,39,1,2,1,18,1,1,1,39,1
Czechia,Koprivnice,69,2,1,1,20,1,8,1,69,2
Serbia,Kosovska Mitrovica,66,2,1,1,35,1,1,1,66,2
Russia,Kotovsk,41,1,1,1,30,1,1,1,41,1
Mali,Koulikoro,52,2,1,1,10,1,0,1,52,2
Czechia,Kralupy Nad Vltavou,52,2,1,1,24,1,5,1,52,2
Russia,Krasnoobsk,43,1,1,1,43,1,1,1,34,1
Switzerland,Kriens,31,1,1,1,23,1,2,1,31,1
Malaysia,Kuala Kangsar,84,2,2,1,74,2,0,1,84,2
Malaysia,Kuala Pilah,64,2,1,1,38,1,1,1,64,2
Gambia,Kuntaur,150,4,1,1,24,1,0,1,150,4
Japan,Kurobe,41,1,1,1,41,1,0,1,26,1
Russia,Kushnarenkovo,28,1,1,1,28,1,1,1,26,1
Poland,Kwidzyn,30,1,1,1,30,1,1,1,28,1
United States of America,La Quinta,58,2,1,1,37,1,3,1,58,2
Colombia,La Tebaida,93,2,2,1,0,1,7,1,93,2
Brazil,Lagarto,26,1,0,1,15,1,1,1,26,1
Brazil,Lagoa Vermelha,15,1,0,1,15,1,0,1,12,1
Venezuela (Bolivarian Republic of),Lagunillas,71,2,1,1,14,1,5,1,71,2
Japan,Habikino,47,1,1,1,47,1,0,1,23,1
United States of America,Hammond,61,2,1,1,18,1,6,1,61,2
United States of America,Hamtramck,150,4,4,1,9,1,25,1,150,4
China,Hanchuan,163,4,5,1,163,4,5,1,157,4
Romania,Harlau,62,2,1,1,45,1,0,1,62,2
Denmark,Haslev,36,1,0,1,33,1,0,1,36,1
Ukraine,Haysyn,66,2,1,1,43,1,0,1,66,2
United States of America,Helena,23,1,1,1,16,1,3,1,23,1
Japan,Hikone,46,1,1,1,46,1,0,1,23,1
Brazil,Hortolandia,154,4,5,1,1,1,12,1,154,4
United States of America,Huntington,63,2,1,1,23,1,16,1,63,2
Brazil,Ibotirama,19,1,0,1,11,1,1,1,19,1
Brazil,Ico,31,1,0,1,16,1,1,1,31,1
Netherlands,Ijsselstein,34,1,0,1,34,1,1,1,26,1
,Ilhabela,65,2,2,1,10,1,7,1,65,2
Thailand,Kamphaeng Phet,162,4,1,1,25,1,0,1,162,4
Indonesia,Kanigoro,38,1,1,1,24,1,0,1,38,1
Uganda,Kapchorwa,69,2,2,1,27,1,0,1,69,2
India,Karad,78,2,0,1,24,1,0,1,78,2
Russia,Karasuk,32,1,1,1,32,1,0,1,25,1
Sweden,Karlshamn,34,1,1,1,34,1,0,1,30,1
Japan,Kashima,59,2,1,1,59,2,0,1,23,1
Belgium,Kasterlee,31,1,0,1,29,1,2,1,31,1
Japan,Katano,46,1,1,1,46,1,0,1,24,1
United Republic of Tanzania,Katumba,30,1,1,1,12,1,0,1,30,1
Indonesia,Kedungwuni,83,2,2,1,46,1,1,1,83,2
Israel,Kefar Yona,93,2,1,1,44,1,7,1,93,2
Canada,Kenora,54,2,1,1,34,1,0,1,54,2
Canada,Kentville,57,2,1,1,50,1,0,1,57,2
Netherlands,Kerkrade,35,1,1,1,22,1,3,1,35,1
Pakistan,Jacobabad,168,4,1,1,67,2,1,1,168,4
India,Jalalpore,148,3,0,1,24,1,0,1,148,3
India,Jhinjhak,277,5,1,1,47,1,1,1,277,5
India,Jhinjhana,398,6,4,1,90,2,9,1,361,6
Somalia,Jilib,28,1,0,1,20,1,0,1,28,1
South Sudan,Juba,51,2,1,1,22,1,0,1,51,2
Germany,Juterbog,30,1,0,1,30,1,1,1,30,1
Senegal,Kaffrine,151,4,1,1,26,1,2,1,151,4
Greece,Kalimnos,47,1,1,1,47,1,0,1,19,1
Republic of North Macedonia,Kamenjane,60,2,1,1,43,1,0,1,60,2
Japan,Kamo,41,1,1,1,41,1,0,1,30,1
Germany,Abensberg,54,2,1,1,38,1,3,1,54,2
Côte d'Ivoire,Aboisso,55,2,2,1,23,1,1,1,55,2
France,Acheres,67,2,1,1,22,1,5,1,67,2
Ethiopia,Addis Zemen,93,2,1,1,27,1,0,1,93,2
Australia,Adelaide,44,1,0,1,24,1,1,1,44,1
Romania,Adjud,36,1,1,1,36,1,0,1,16,1
Chad,Adre,34,1,2,1,19,1,1,1,34,1
Italy,Agropoli,48,1,1,1,48,1,0,1,48,1
Azerbaijan,Agstafa,35,1,1,1,35,1,0,1,18,1
India,Ahwa,146,3,0,1,24,1,0,1,146,3
Uzbekistan,Aktash,93,2,1,1,45,1,0,1,93,2
,Albenga,74,2,1,1,45,1,1,1,74,2
United States of America,Albertville,69,2,2,1,35,1,4,1,69,2
Mexico,Aldama,94,2,1,1,18,1,1,1,94,2
Russia,Aleksandrovsk Sakhalinskiy,43,1,1,1,24,1,0,1,43,1
Ecuador,Alfredo Baquerizo Moreno,54,2,1,1,12,1,6,1,54,2
Canada,Ingersoll,34,1,1,1,31,1,3,1,34,1
Brazil,Ipora,46,1,1,1,12,1,1,1,46,1
United Kingdom of Great Britain and Northern Ireland,Ipswich,31,1,0,1,31,1,2,1,12,1
Brazil,Itaberai,36,1,1,1,11,1,1,1,36,1
Japan,Iwanuma,43,1,1,1,41,1,1,1,43,1
India,Jalor,198,4,1,1,34,1,0,1,198,4
Poland,Jaworzno,85,2,1,1,41,1,2,1,85,2
India,Jhansi,218,5,1,1,48,1,0,1,218,5
Guatemala,Jocotenango,126,3,3,1,2,1,11,1,126,3
Brazil,Joinville,105,3,4,1,3,1,8,1,105,3
Spain,Jumilla,32,1,1,1,32,1,0,1,20,1
Uganda,Kaberamaido,68,2,2,1,21,1,0,1,68,2
India,Kadur,30,1,0,1,21,1,0,1,30,1
United Republic of Tanzania,Kahama,15,1,1,1,15,1,0,1,15,1
Thailand,Kalasin,43,1,1,1,28,1,0,1,43,1
Bangladesh,Kalia,158,4,4,1,93,2,2,1,158,4
India,Kalpi,202,5,2,1,94,2,0,1,202,5
Ukraine,Kalush,54,2,1,1,31,1,2,1,54,2
Republic of North Macedonia,Gostivar,52,2,1,1,41,1,0,1,52,2
Brazil,Gravatai,64,2,1,1,13,1,4,1,64,2
United States of America,Greenfield,50,1,1,1,29,1,9,1,50,1
Brazil,Guararema,159,4,6,1,1,1,16,1,159,4
United States of America,Guttenberg,116,3,3,1,11,1,31,1,116,3
Zimbabwe,Gwanda,53,2,2,1,16,1,1,1,53,2
Japan,Hagi,38,1,1,1,38,1,0,1,18,1
China,Hailin,62,2,1,1,42,1,0,1,62,2
Japan,Hakui,56,2,1,1,56,2,1,1,30,1
India,Haldwani,139,3,2,1,124,3,0,1,139,3
India,Hamirpur,195,4,2,1,104,3,1,1,195,4
United States of America,Hawaiian Gardens,97,2,3,1,6,1,34,1,97,2
United States of America,Henderson,52,2,1,1,35,1,6,1,52,2
Belgium,Herk De Stad,48,1,1,1,29,1,3,1,48,1
Uruguay,Fray Bentos,38,1,1,1,14,1,1,1,38,1
Germany,Freising,51,2,1,1,43,1,2,1,51,2
Russia,Fryanovo,81,2,2,1,11,1,26,1,81,2
Nigeria,Funtua,65,2,2,1,22,1,1,1,65,2
China,Fuyang,149,3,3,1,149,3,3,1,132,3
Sri Lanka,Galle,41,1,0,1,21,1,0,1,41,1
Sri Lanka,Gampola,54,2,0,1,18,1,1,1,54,2
Afghanistan,Gardez,82,2,0,1,40,1,0,1,82,2
Nigeria,Gashua,94,2,2,1,35,1,1,1,94,2
India,Gaurela,178,4,1,1,52,2,0,1,178,4
Italy,Gavardo,58,2,2,1,27,1,6,1,58,2
India,Ghatampur,204,5,2,1,121,3,1,1,204,5
Germany,Gifhorn,35,1,0,1,35,1,1,1,28,1
Germany,Gilching,48,1,1,1,42,1,2,1,48,1
Eritrea,Ginda,94,2,1,1,33,1,0,1,94,2
United States of America,Holladay,48,1,1,1,15,1,11,1,48,1
United States of America,Hope Mills,55,2,2,1,35,1,5,1,55,2
United States of America,Hopkinsville,66,2,2,1,43,1,6,1,66,2
Belarus,Horki,32,1,1,1,32,1,0,1,12,1
China,Hsilo,61,2,2,1,56,2,7,1,61,2
Brazil,Iacu,12,1,0,1,12,1,0,1,10,1
Russia,Iglino,41,1,1,1,31,1,2,1,41,1
Sri Lanka,Colombo,56,2,0,1,27,1,0,1,56,2
Indonesia,Comal,102,3,2,1,55,2,1,1,102,3
United States of America,Compton,117,3,4,1,8,1,35,1,117,3
Brazil,Correia Pinto,18,1,0,1,18,1,0,1,14,1
United Kingdom of Great Britain and Northern Ireland,Coventry,30,1,0,1,30,1,1,1,25,1
United States of America,Cranston,71,2,1,1,44,1,5,1,71,2
Brazil,Cuiaba,59,2,1,1,7,1,0,1,59,2
France,Cusset,39,1,1,1,29,1,1,1,39,1
China,Daan,163,4,8,1,39,1,26,1,163,4
Germany,Gladenbach,32,1,1,1,32,1,3,1,32,1
,Goderich,25,1,1,1,23,1,0,1,25,1
Indonesia,Gondanglegi,50,1,1,1,29,1,0,1,50,1
India,Gorakhpur,296,5,3,1,161,4,1,1,296,5
Russia,Gorokhovets,30,1,1,1,30,1,0,1,12,1
Germany,Goslar,38,1,1,1,38,1,1,1,25,1
United States of America,Grand Terrace,79,2,2,1,9,1,20,1,79,2
United Kingdom of Great Britain and Northern Ireland,Grantham,29,1,0,1,29,1,1,1,28,1
Brazil,Guanambi,13,1,0,1,11,1,0,1,13,1
China,Guangyuan,158,4,4,1,157,4,1,1,158,4
Venezuela (Bolivarian Republic of),Guatire,51,2,1,1,19,1,3,1,51,2
France,Franconville,50,1,1,1,19,1,5,1,50,1
United States of America,Franklin Lakes,52,2,1,1,44,1,4,1,52,2
Switzerland,Frauenfeld,41,1,1,1,27,1,2,1,41,1
United States of America,Fredonia,35,1,1,1,32,1,4,1,35,1
Germany,Freiburg,32,1,1,1,30,1,1,1,32,1
Mexico,Frontera,106,3,3,1,20,1,4,1,106,3
China,Fuling,151,4,6,1,110,3,5,1,151,4
,Funchal,35,1,0,1,35,1,0,1,17,1
Lithuania,Garliava,46,1,1,1,33,1,0,1,46,1
Indonesia,Garut,69,2,1,1,33,1,1,1,69,2
Turkey,Genc,81,2,1,1,44,1,0,1,81,2
Italy,Giaveno,39,1,1,1,30,1,1,1,39,1
France,Gif Sur Yvette,46,1,1,1,20,1,4,1,46,1
China,Erhlin,134,3,3,1,134,3,11,1,121,3
Germany,Erkrath,33,1,1,1,33,1,2,1,30,1
United States of America,Escanaba,32,1,1,1,32,1,1,1,29,1
Iran (Islamic Republic of),Esfarayen,95,2,1,1,40,1,0,1,95,2
Belgium,Esneux,43,1,1,1,26,1,4,1,43,1
United States of America,Evans,70,2,2,1,8,1,13,1,70,2
United States of America,Evansville,63,2,2,1,28,1,14,1,63,2
United States of America,Fair Lawn,56,2,1,1,43,1,5,1,56,2
United States of America,Fairland,54,2,1,1,43,1,5,1,54,2
Portugal,Fatima,35,1,0,1,27,1,1,1,35,1
Belgium,Florennes,41,1,1,1,23,1,4,1,41,1
Guatemala,Flores Costa Cuca,100,3,3,1,13,1,11,1,100,3
Cambodia,Kampong Chhnang,21,1,0,1,16,1,0,1,21,1
Russia,Kamyshlov,32,1,1,1,32,1,0,1,23,1
